operator	time	order_ref	user_name	amount
hanseshhl	2019-04-04 11:04:43	hiifx_201904041104422423	csx071828	7462.7000	
hanseshhl	2019-04-04 11:18:10	hiifx_201904041118104400	yuan1125	20000.0000	
hanseshhl	2019-04-04 11:21:10	hiifx_201904041121109750	stt168	9500.0000	
keelintan20	2019-04-04 11:44:55	hiifx_201904041144554647	llm1818	10500.0000	
keelintan20	2019-04-04 11:56:18	hiifx_201904041156187909	liuzhilu	8500.0000	
hanseshhl	2019-04-04 12:22:31	hiifx_201904041222317303	zhangqinfen1977	15000.0000	
hanseshhl	2019-04-04 13:33:13	hiifx_201904041333122427	zl0701058	3186.0000	
hanseshhl	2019-04-04 14:17:33	hiifx_201904041417323665	momo168	15000.0000	
hanseshhl	2019-04-04 14:36:54	hiifx_201904041436539285	denghongjuan	3000.0000	
hanseshhl	2019-04-04 14:38:02	hiifx_201904041438028706	haihui	1500.0000	
hanseshhl	2019-04-04 14:38:39	hiifx_201904041438396125	yuelong	1500.0000	
hanseshhl	2019-04-04 14:39:23	hiifx_201904041439234739	spadea	1500.0000	
hanseshhl	2019-04-04 14:53:49	hiifx_201904041453497010	chen1126	1500.0000	
hanseshhl	2019-04-04 14:54:23	hiifx_201904041454239789	danny	1500.0000	
hanseshhl	2019-04-04 15:00:34	hiifx_201904041500337933	lnw1832	2620.0000	
hanseshhl	2019-04-04 16:06:31	hiifx_201904041606306461	cai001	1500.0000	
hanseshhl	2019-04-05 02:17:59	hiifx_201904050217599180	zqz751215	9000.0000	
hanseshhl	2019-04-05 02:49:48	hiifx_201904050249483344	zqz751215	6000.0000	
hanseshhl	2019-04-05 02:55:03	hiifx_201904050255031727	jsq1319	900.0000	
hanseshhl	2019-04-05 03:12:09	hiifx_201904050312091926	dqy1964	3000.0000	
hanseshhl	2019-04-05 03:38:23	hiifx_201904050338239781	WYF1368	1500.0000	
hanseshhl	2019-04-05 04:25:07	hiifx_201904050425068120	huadefa	3000.0000	
hanseshhl	2019-04-05 06:13:42	hiifx_201904050613424813	yuan1125	50000.0000	
hanseshhl	2019-04-05 06:54:40	hiifx_201904050654393418	csx071828	2200.0000	
hanseshhl	2019-04-05 07:06:17	hiifx_201904050706162406	momingli1998	12000.0000	
hanseshhl	2019-04-05 07:37:28	hiifx_201904050737282973	cxm6688	7462.7000	
hanseshhl	2019-04-05 08:10:11	hiifx_201904050810104187	wugangbao	74626.8700	
hanseshhl	2019-04-05 08:22:45	hiifx_201904050822441310	0668linxi88	7500.0000	
hanseshhl	2019-04-05 08:56:40	hiifx_201904050856409156	liangyn	9000.0000	
keelintan20	2019-04-05 09:31:42	hiifx_201904050931415753	hsl2018	50000.0000	
hanseshhl	2019-04-05 09:53:36	hiifx_201904050953366236	Zmd2018	6000.0000	
hanseshhl	2019-04-05 09:57:24	hiifx_201904050957243547	zyt651120	1000.0000	
hanseshhl	2019-04-05 10:48:34	hiifx_201904051048341902	qiouchaoyi	1500.0000	
hanseshhl	2019-04-05 12:41:40	hiifx_201904051241398358	zyt651120	7500.0000	
keelintan20	2019-04-05 13:53:55	hiifx_201904051353555675	happy	50000.0000	
hanseshhl	2019-04-06 03:22:39	hiifx_201904060322394097	Ruiruihuang0424	15000.0000	
hanseshhl	2019-04-06 06:34:02	hiifx_201904060634024411	lvhongkai	3000.0000	
hanseshhl	2019-04-06 08:02:16	hiifx_201904060802163521	tanghuiyong	2985.0000	
hanseshhl	2019-04-06 12:36:23	hiifx_201904061236239441	lnw1832	3000.0000	
hanseshhl	2019-04-06 13:08:02	hiifx_201904061308028191	dhg139	1584.0000	
hanseshhl	2019-04-06 13:16:26	hiifx_201904061316263284	huzhicheng	6000.0000	
hanseshhl	2019-04-06 14:08:52	hiifx_201904061408518168	zxr1960	37313.4300	
keelintan20	2019-04-06 16:20:29	hiifx_201904061620299667	yaxin888	30000.0000	
keelintan20	2019-04-07 03:34:32	hiifx_201904070334329799	happy	100000.0000	
hanseshhl	2019-04-07 07:34:24	hiifx_201904070734244047	Ruiruihuang0424	10000.0000	
hanseshhl	2019-04-07 09:28:58	hiifx_201904070928573169	yinmingju	1300.0000	
keelintan20	2019-04-07 10:19:31	hiifx_201904071019301009	ych1616	1500.0000	
keelintan20	2019-04-07 10:28:30	hiifx_201904071028291530	uuxingxia	1500.0000	
hanseshhl	2019-04-07 10:42:09	hiifx_201904071042089336	chenaimin	74626.8000	
keelintan20	2019-04-07 11:47:31	hiifx_201904071147306220	lxq6688	1500.0000	
keelintan20	2019-04-07 14:19:09	hiifx_201904071419088138	xlf168168	1500.0000	
keelintan20	2019-04-08 01:33:22	hiifx_201904080133224567	happy	10000.0000	
keelintan20	2019-04-08 01:34:50	hiifx_201904080134509182	yaxin888	13500.0000	
keelintan20	2019-04-08 01:49:01	hiifx_201904080149013201	happy	90000.0000	
hanseshhl	2019-04-08 02:12:21	hiifx_201904080212215378	jiandan001	3000.0000	
hanseshhl	2019-04-08 02:13:16	hiifx_201904080213158477	zlx2018	3000.0000	
keelintan20	2019-04-08 03:35:51	hiifx_201904080335503988	happy	150000.0000	
hanseshhl	2019-04-08 03:57:11	hiifx_201904080357113434	wuhuifen	7462.7000	
hanseshhl	2019-04-08 04:23:23	hiifx_201904080423236548	sy1319	1500.0000	
hanseshhl	2019-04-08 05:06:49	hiifx_201904080506498971	hualj	9000.0000	
hanseshhl	2019-04-08 06:04:13	hiifx_201904080604128670	lan66	41791.0000	
hanseshhl	2019-04-08 06:05:27	hiifx_201904080605274105	wuhuifen	7462.7000	
hanseshhl	2019-04-08 06:24:59	hiifx_201904080624585404	CAOMIN	7500.0000	
keelintan20	2019-04-08 06:51:23	hiifx_201904080651235812	hsl2018	40000.0000	
hanseshhl	2019-04-08 07:01:17	hiifx_201904080701166845	yly9999	6000.0000	
hanseshhl	2019-04-08 07:13:58	hiifx_201904080713581948	zhuangxiaohon	15000.0000	
hanseshhl	2019-04-08 07:14:37	hiifx_201904080714367263	wanhonya	15000.0000	
hanseshhl	2019-04-08 07:23:21	hiifx_201904080723209724	shaoqinxian	15000.0000	
hanseshhl	2019-04-08 07:42:49	hiifx_201904080742481983	zh168168	60000.0000	
keelintan20	2019-04-08 08:31:54	hiifx_201904080831532225	yaxin888	6000.0000	
keelintan20	2019-04-08 08:44:08	hiifx_201904080844086519	yaxin888	3000.0000	
hanseshhl	2019-04-08 08:48:38	hiifx_201904080848388945	nuofeng11	20000.0000	
hanseshhl	2019-04-08 09:17:23	hiifx_201904080917221585	lsp888	1500.0000	
keelintan20	2019-04-08 09:44:00	hiifx_201904080944006024	yaxin888	60000.0000	
hanseshhl	2019-04-08 13:26:02	hiifx_201904081326012983	dyh123456789	33000.0000	
hanseshhl	2019-04-08 13:26:56	hiifx_201904081326565651	wlm6699	50000.0000	
hanseshhl	2019-04-09 01:57:29	hiifx_201904090157284310	Ruiruihuang0424	10000.0000	
hanseshhl	2019-04-09 02:27:15	hiifx_201904090227157045	chenaimin	29850.7500	
hanseshhl	2019-04-09 03:02:14	hiifx_201904090302131182	dongyujie	15000.0000	
hanseshhl	2019-04-09 03:15:37	hiifx_201904090315365106	baohua	17500.0000	
keelintan20	2019-04-09 03:44:17	hiifx_201904090344174075	hsl2018	50000.0000	
hanseshhl	2019-04-09 03:51:41	hiifx_201904090351403917	lan66	2089.5000	
hanseshhl	2019-04-09 03:54:02	hiifx_201904090354024344	wangke	12000.0000	
hanseshhl	2019-04-09 07:33:25	hiifx_201904090733251881	Ruiruihuang0424	10500.0000	
keelintan20	2019-04-09 07:43:23	hiifx_201904090743225004	yaxin888	52500.0000	
hanseshhl	2019-04-09 08:11:13	hiifx_201904090811122031	tqz321	25000.0000	
hanseshhl	2019-04-09 08:12:51	hiifx_201904090812506949	miaozheng	5000.0000	
hanseshhl	2019-04-09 09:01:54	hiifx_201904090901532557	hexxx	29850.7000	
hanseshhl	2019-04-09 09:17:34	hiifx_201904090917348104	llm1818	6000.0000	
hanseshhl	2019-04-09 09:43:15	hiifx_201904090943151370	wjz578	1500.0000	
hanseshhl	2019-04-09 09:43:38	hiifx_201904090943385741	wang4318	1500.0000	
hanseshhl	2019-04-09 09:43:56	hiifx_201904090943565374	zhao2883	1500.0000	
hanseshhl	2019-04-09 09:44:46	hiifx_201904090944457010	dingyaping	15000.0000	
keelintan20	2019-04-09 11:35:27	hiifx_201904091135275824	hsl2018	10000.0000	
hanseshhl	2019-04-09 11:41:37	hiifx_201904091141371131	zqz751215	4500.0000	
keelintan20	2019-04-09 12:22:18	hiifx_201904091222174587	weiqi89	20000.0000	
keelintan20	2019-04-09 12:56:49	hiifx_201904091256494051	chanle	15000.0000	
hanseshhl	2019-04-09 14:03:36	hiifx_201904091403358998	zsf1967	3000.0000	
hanseshhl	2019-04-09 14:04:17	hiifx_201904091404167753	lsp888	3000.0000	
keelintan20	2019-04-10 02:01:52	hiifx_201904100201523035	hsl2018	50000.0000	
keelintan20	2019-04-10 02:15:46	hiifx_201904100215465176	nj123456	75000.0000	
hanseshhl	2019-04-10 02:34:03	hiifx_201904100234021946	lsp888	3000.0000	
hanseshhl	2019-04-10 03:34:36	hiifx_201904100334356960	lsp888	5450.0000	
hanseshhl	2019-04-10 03:35:12	hiifx_201904100335124238	yuzhizhen	9000.0000	
hanseshhl	2019-04-10 03:41:45	hiifx_201904100341446919	zqz751215	11910.0000	
hanseshhl	2019-04-10 03:42:56	hiifx_201904100342556512	pb888	83000.0000	
hanseshhl	2019-04-10 04:25:34	hiifx_201904100425342434	lsp888	3001.5000	
hanseshhl	2019-04-10 05:00:16	hiifx_201904100500154267	zx168	74628.0000	
hanseshhl	2019-04-10 05:01:31	hiifx_201904100501301613	lsp888	8015.0000	
hanseshhl	2019-04-10 05:11:22	hiifx_201904100511224141	LYS123	7500.0000	
hanseshhl	2019-04-10 05:16:23	hiifx_201904100516223307	zqz751215	3000.0000	
hanseshhl	2019-04-10 05:56:12	hiifx_201904100556111558	chaoye	44776.0000	
hanseshhl	2019-04-10 06:35:03	hiifx_201904100635021399	Yq666666	15000.0000	
hanseshhl	2019-04-10 06:57:17	hiifx_201904100657171403	zl0701058	30000.0000	
hanseshhl	2019-04-10 08:13:25	hiifx_201904100813247720	Zfm666666	4708.0000	
hanseshhl	2019-04-10 08:59:38	hiifx_201904100859376855	ywh888	1500.0000	
hanseshhl	2019-04-10 11:38:55	hiifx_201904101138541038	jingjing	10000.0000	
hanseshhl	2019-04-10 11:40:38	hiifx_201904101140383213	lk1313	1500.0000	
hanseshhl	2019-04-10 11:40:53	hiifx_201904101140525616	lc1818	1500.0000	
hanseshhl	2019-04-10 12:10:10	hiifx_201904101210098489	nieqiongcan	1500.0000	
hanseshhl	2019-04-10 12:23:43	hiifx_201904101223428350	gaoqiang	7500.0000	
hanseshhl	2019-04-10 12:31:20	hiifx_201904101231202566	WXP1976abc	21500.0000	
hanseshhl	2019-04-10 12:37:46	hiifx_201904101237458389	wmx168168	3000.0000	
hanseshhl	2019-04-10 14:53:35	hiifx_201904101453357331	jp168	3700.0000	
hanseshhl	2019-04-10 15:28:55	hiifx_201904101528544171	xiexiaoyan	1500.0000	
hanseshhl	2019-04-10 15:30:03	hiifx_201904101530033081	nieqiongcan	1006.0000	
hanseshhl	2019-04-10 15:50:22	hiifx_201904101550226292	kini77	35000.0000	
keelintan20	2019-04-11 01:58:56	hiifx_201904110158554480	happy	100000.0000	
keelintan20	2019-04-11 02:32:46	hiifx_201904110232451063	yang15608093512	10000.0000	
hanseshhl	2019-04-11 02:39:52	hiifx_201904110239516107	0668linxi88	21000.0000	
hanseshhl	2019-04-11 02:40:07	hiifx_201904110240074450	zhouy	29850.7500	
hanseshhl	2019-04-11 03:02:48	hiifx_201904110302481496	zqz751215	3000.0000	
hanseshhl	2019-04-11 03:18:01	hiifx_201904110318007680	zhangchuancun	1500.0000	
hanseshhl	2019-04-11 03:25:34	hiifx_201904110325347141	zhanghuiyu	7432.8400	
hanseshhl	2019-04-11 03:32:49	hiifx_201904110332485367	zhangxiuying	4500.0000	
hanseshhl	2019-04-11 03:37:59	hiifx_201904110337587879	xulian	1768.0000	
hanseshhl	2019-04-11 03:50:43	hiifx_201904110350424790	zl0701058	15000.0000	
hanseshhl	2019-04-11 03:52:43	hiifx_201904110352424092	qcs168	7655.0000	
hanseshhl	2019-04-11 04:44:34	hiifx_201904110444349789	cwf123	14925.0000	
hanseshhl	2019-04-11 05:10:38	hiifx_201904110510379351	tcj3116	4500.0000	
hanseshhl	2019-04-11 05:55:02	hiifx_201904110555018173	lds188	30000.0000	
hanseshhl	2019-04-11 05:55:45	hiifx_201904110555444721	lk1313	1500.0000	
hanseshhl	2019-04-11 05:55:58	hiifx_201904110555571537	yjn888	1500.0000	
TTL781007	2019-04-11 06:47:40	hiifx_201904110647399155	CHOUSHIAOYUH	34970.0000	
TTL781007	2019-04-11 06:54:42	hiifx_201904110654415619	libraalan	15000.0000	
hanseshhl	2019-04-11 07:01:29	hiifx_201904110701281349	yeting	3000.0000	
keelintan20	2019-04-11 07:28:34	hiifx_201904110728341318	nick001	269951.8400	
hanseshhl	2019-04-11 08:55:00	hiifx_201904110854597546	374393592	15000.0000	
TTL781007	2019-04-11 09:56:48	hiifx_201904110956474153	zhengxianglan	15000.0000	
hanseshhl	2019-04-11 13:20:51	hiifx_201904111320501028	wjz578	1500.0000	
hanseshhl	2019-04-11 13:21:04	hiifx_201904111321043824	wang4318	1500.0000	
hanseshhl	2019-04-11 13:21:22	hiifx_201904111321214323	zhao2883	1500.0000	
hanseshhl	2019-04-11 13:21:34	hiifx_201904111321331359	chen7300	3000.0000	
hanseshhl	2019-04-11 13:21:49	hiifx_201904111321499411	lulu0021	3000.0000	
hanseshhl	2019-04-11 13:22:05	hiifx_201904111322055151	shu1038	3000.0000	
hanseshhl	2019-04-11 13:22:20	hiifx_201904111322202062	bin1517	1500.0000	
hanseshhl	2019-04-11 13:22:41	hiifx_201904111322417735	hua571	1500.0000	
hanseshhl	2019-04-12 03:40:52	hiifx_201904120340517386	liyan31	15000.0000	
hanseshhl	2019-04-12 05:32:18	hiifx_201904120532186839	liuzhilu	13000.0000	
hanseshhl	2019-04-12 06:25:12	hiifx_201904120625121959	songyan	13580.0000	
hanseshhl	2019-04-12 06:57:25	hiifx_201904120657251303	liangyn	5000.0000	
hanseshhl	2019-04-12 06:57:38	hiifx_201904120657382668	liuxq	7500.0000	
hanseshhl	2019-04-12 07:53:50	hiifx_201904120753503891	hhy123	26000.0000	
hanseshhl	2019-04-12 08:53:04	hiifx_201904120853044235	youliao516	11520.0000	
hanseshhl	2019-04-12 08:53:49	hiifx_201904120853498062	djj1319	9000.0000	
hanseshhl	2019-04-12 11:18:22	hiifx_201904121118219113	dyh123456789	12000.0000	
hanseshhl	2019-04-12 12:53:33	hiifx_201904121253332420	LIANGSX	7500.0000	
hanseshhl	2019-04-12 16:35:36	hiifx_201904121635358534	baishuangsuo	9000.0000	
hanseshhl	2019-04-13 03:04:09	hiifx_201904130304095697	Ruiruihuang0424	15000.0000	
hanseshhl	2019-04-13 06:12:18	hiifx_201904130612188238	yyx8888	3000.0000	
hanseshhl	2019-04-13 11:21:26	hiifx_201904131121269027	zhongxue	20000.0000	
hanseshhl	2019-04-13 11:47:33	hiifx_201904131147322397	huanghy	8000.0000	
hanseshhl	2019-04-13 14:40:45	hiifx_201904131440451001	goh001	10000.0000	
hanseshhl	2019-04-13 14:54:38	hiifx_201904131454376483	linrong	24000.0000	
hanseshhl	2019-04-14 04:56:53	hiifx_201904140456532173	pengjm	14925.0000	
hanseshhl	2019-04-14 04:57:19	hiifx_201904140457197905	xujp99	14925.0000	
hanseshhl	2019-04-14 06:13:16	hiifx_201904140613157719	Xulili	6000.0000	
hanseshhl	2019-04-14 06:15:15	hiifx_201904140615152400	zcf168	7462.7000	
hanseshhl	2019-04-14 10:50:13	hiifx_201904141050126189	lihaiqin818	2000.0000	
hanseshhl	2019-04-14 11:41:40	hiifx_201904141141399643	Fyl751106	15000.0000	
hanseshhl	2019-04-14 14:27:08	hiifx_201904141427084677	chh98	750.0000	
hanseshhl	2019-04-15 02:15:08	hiifx_201904150215072123	bianlifeng666	1355.0000	
hanseshhl	2019-04-15 02:36:23	hiifx_201904150236223770	dyh123456789	3000.0000	
hanseshhl	2019-04-15 03:12:09	hiifx_201904150312081977	qlx1970abc	9000.0000	
TTL781007	2019-04-15 03:41:32	hiifx_201904150341319562	albertyp	3000.0000	
keelintan20	2019-04-15 03:49:44	hiifx_201904150349438319	hsl2018	30000.0000	
TTL781007	2019-04-15 05:32:53	hiifx_201904150532537445	Tsubaki	16000.0000	
hanseshhl	2019-04-15 06:07:50	hiifx_201904150607508076	ych1973abc	10050.0000	
hanseshhl	2019-04-15 06:31:54	hiifx_201904150631544684	lx1319	15000.0000	
hanseshhl	2019-04-15 06:32:54	hiifx_201904150632536908	xh90008	30000.0000	
hanseshhl	2019-04-15 07:08:59	hiifx_201904150708589398	baishuangsuo	15000.0000	
hanseshhl	2019-04-15 07:09:44	hiifx_201904150709433073	liyan31	7500.0000	
hanseshhl	2019-04-15 08:16:43	hiifx_201904150816435115	KINGYUNG	3000.0000	
hanseshhl	2019-04-15 08:16:59	hiifx_201904150816598455	ZHANGSB	15000.0000	
hanseshhl	2019-04-15 09:17:59	hiifx_201904150917585986	xujp99	14925.3700	
hanseshhl	2019-04-15 09:48:22	hiifx_201904150948221731	xh90057	5000.0000	
hanseshhl	2019-04-15 11:56:44	hiifx_201904151156443755	zhongxue	44776.1200	
keelintan20	2019-04-16 02:52:37	hiifx_201904160252372258	hsl2018	40000.0000	
hanseshhl	2019-04-16 03:23:01	hiifx_201904160323007598	zzh313	7500.0000	
hanseshhl	2019-04-16 05:34:30	hiifx_201904160534305474	Mwx610911	15000.0000	
hanseshhl	2019-04-16 05:35:02	hiifx_201904160535013331	Jn851020	6000.0000	
hanseshhl	2019-04-16 05:57:43	hiifx_201904160557435684	Ruiruihuang0424	17500.0000	
hanseshhl	2019-04-16 05:59:35	hiifx_201904160559353605	chenjh	4477.6000	
hanseshhl	2019-04-16 06:00:46	hiifx_201904160600456561	Xiasw	4500.0000	
keelintan20	2019-04-16 06:11:40	hiifx_201904160611396029	nick001	261080.1900	
hanseshhl	2019-04-16 07:07:52	hiifx_201904160707529160	wanghong8	20400.0000	
hanseshhl	2019-04-16 07:10:30	hiifx_201904160710291929	LlJWR	1500.0000	
hanseshhl	2019-04-16 07:18:02	hiifx_201904160718021776	zl688	3000.0000	
hanseshhl	2019-04-16 07:18:16	hiifx_201904160718162764	mpy888	1500.0000	
hanseshhl	2019-04-16 07:18:42	hiifx_201904160718429156	yyf888	1500.0000	
hanseshhl	2019-04-16 07:19:13	hiifx_201904160719133522	zjg888	3000.0000	
hanseshhl	2019-04-16 08:52:37	hiifx_201904160852371596	xierq	28358.2000	
hanseshhl	2019-04-16 12:21:32	hiifx_201904161221318246	Ruiruihuang0424	14000.0000	
hanseshhl	2019-04-16 12:52:17	hiifx_201904161252169459	shitj	1500.0000	
hanseshhl	2019-04-16 13:44:28	hiifx_201904161344275439	xh8299	12998.0000	
hanseshhl	2019-04-16 15:35:48	hiifx_201904161535484166	huanghy	7000.0000	
TTL781007	2019-04-17 02:04:54	hiifx_201904170204549171	yuan1125	30000.0000	
hanseshhl	2019-04-17 02:53:10	hiifx_201904170253101802	yuan1125	7000.0000	
hanseshhl	2019-04-17 02:54:50	hiifx_201904170254495369	wj313	6000.0000	
hanseshhl	2019-04-17 02:55:08	hiifx_201904170255088266	lyn313	4500.0000	
hanseshhl	2019-04-17 02:55:22	hiifx_201904170255218388	wxf313	1500.0000	
hanseshhl	2019-04-17 02:55:36	hiifx_201904170255368520	lyj313	1500.0000	
hanseshhl	2019-04-17 02:58:37	hiifx_201904170258371080	xierq	2985.0000	
TTL781007	2019-04-17 03:22:38	hiifx_201904170322373076	emilyho	12000.0000	
hanseshhl	2019-04-17 03:27:46	hiifx_201904170327466554	lhy6699	30000.0000	
keelintan20	2019-04-17 03:40:41	hiifx_201904170340409066	hsl2018	60000.0000	
keelintan20	2019-04-17 04:42:06	hiifx_201904170442058644	hsl2018	30000.0000	
TTL781007	2019-04-17 08:13:27	hiifx_201904170813263046	0922074235	29124.7000	
hanseshhl	2019-04-17 09:28:46	hiifx_201904170928461043	liuxq	7500.0000	
hanseshhl	2019-04-17 09:42:47	hiifx_201904170942464140	xh8299	4000.0000	
hanseshhl	2019-04-17 09:58:47	hiifx_201904170958478960	pyl168168	7463.0000	
keelintan20	2019-04-17 10:01:03	hiifx_201904171001035463	hsl2018	50000.0000	
hanseshhl	2019-04-17 11:22:50	hiifx_201904171122505485	huanghy	7000.0000	
hanseshhl	2019-04-17 14:14:58	hiifx_201904171414586459	wangli998	3587.0000	
hanseshhl	2019-04-18 01:38:22	hiifx_201904180138211620	rl888	1500.0000	
hanseshhl	2019-04-18 02:21:00	hiifx_201904180221007981	pyl168168	7463.0000	
hanseshhl	2019-04-18 04:33:58	hiifx_201904180433587882	dyh123456789	12000.0000	
keelintan20	2019-04-18 05:08:14	hiifx_201904180508139272	hsl2018	80000.0000	
TTL781007	2019-04-18 06:43:59	hiifx_201904180643581318	yuan1125	5000.0000	
hanseshhl	2019-04-18 07:05:04	hiifx_201904180705033111	liyan31	15000.0000	
hanseshhl	2019-04-18 07:10:43	hiifx_201904180710428370	lf12345	51516.8800	
hanseshhl	2019-04-18 07:17:18	hiifx_201904180717171145	xierq	2089.5500	
hanseshhl	2019-04-18 07:30:22	hiifx_201904180730218947	yinhua	15000.0000	
hanseshhl	2019-04-18 07:59:17	hiifx_201904180759179007	hexxx	1500.0000	
keelintan20	2019-04-18 08:48:12	hiifx_201904180848118063	happy	120000.0000	
keelintan20	2019-04-18 09:07:31	hiifx_201904180907308440	happy	100000.0000	
TTL781007	2019-04-18 09:34:21	hiifx_201904180934205216	yuan1125	6000.0000	
hanseshhl	2019-04-18 09:41:29	hiifx_201904180941286094	lsp888	1000.0000	
TTL781007	2019-04-18 09:48:47	hiifx_201904180948476425	0977349823	4672.0000	
hanseshhl	2019-04-18 10:02:02	hiifx_201904181002016672	LHM1978abc	12000.0000	
hanseshhl	2019-04-18 10:02:55	hiifx_201904181002558373	zhaoliping	4500.0000	
hanseshhl	2019-04-18 10:17:48	hiifx_201904181017481066	dyh123456789	1800.0000	
hanseshhl	2019-04-18 10:33:18	hiifx_201904181033173431	tangxianya	3000.0000	
hanseshhl	2019-04-18 11:00:53	hiifx_201904181100523461	xcj888	1500.0000	
keelintan20	2019-04-18 13:12:25	hiifx_201904181312258758	happy	20000.0000	
hanseshhl	2019-04-18 13:34:27	hiifx_201904181334278919	zhanghx	4477.6100	
keelintan20	2019-04-18 14:09:54	hiifx_201904181409535470	hsl2018	20000.0000	
hanseshhl	2019-04-18 14:35:57	hiifx_201904181435573901	hexxx	1500.0000	
hanseshhl	2019-04-18 14:54:01	hiifx_201904181454016128	zhangziqi	15000.0000	
hanseshhl	2019-04-19 03:08:50	hiifx_201904190308497719	gy94730	40000.0000	
hanseshhl	2019-04-19 03:09:10	hiifx_201904190309099480	sc168168	65000.0000	
hanseshhl	2019-04-19 03:09:37	hiifx_201904190309376767	wqf1882	6000.0000	
hanseshhl	2019-04-19 03:10:06	hiifx_201904190310068155	tzx368	12000.0000	
hanseshhl	2019-04-19 03:15:38	hiifx_201904190315378420	xiongli2019	6000.0000	
keelintan20	2019-04-19 03:42:08	hiifx_201904190342081373	hsl2018	50000.0000	
hanseshhl	2019-04-19 03:42:31	hiifx_201904190342311124	h3498	6000.0000	
hanseshhl	2019-04-19 03:47:01	hiifx_201904190347012357	Mandy88	15000.0000	
hanseshhl	2019-04-19 04:05:25	hiifx_201904190405245784	li8524146	24000.0000	
hanseshhl	2019-04-19 04:17:37	hiifx_201904190417365009	sh10000	3000.0000	
hanseshhl	2019-04-19 04:18:46	hiifx_201904190418468394	lf12345	30000.0000	
hanseshhl	2019-04-19 06:12:40	hiifx_201904190612396528	dufangfang	7500.0000	
hanseshhl	2019-04-19 07:10:58	hiifx_201904190710587109	h3498	1500.0000	
hanseshhl	2019-04-19 07:12:24	hiifx_201904190712231354	li8524146	83582.0000	
hanseshhl	2019-04-19 07:38:18	hiifx_201904190738178375	qhsy2013	28358.2000	
hanseshhl	2019-04-19 07:53:13	hiifx_201904190753125725	tcy2020	12000.0000	
hanseshhl	2019-04-19 08:30:27	hiifx_201904190830278298	zqz751215	5000.0000	
keelintan20	2019-04-19 08:51:57	hiifx_201904190851564178	hsl2018	50000.0000	
hanseshhl	2019-04-19 08:55:50	hiifx_201904190855497646	li8524146	90000.0000	
hanseshhl	2019-04-19 09:13:30	hiifx_201904190913295947	lf12345	7500.0000	
hanseshhl	2019-04-19 09:18:05	hiifx_201904190918043324	hr168	12000.0000	
hanseshhl	2019-04-19 09:45:51	hiifx_201904190945514341	ql910215	12000.0000	
hanseshhl	2019-04-19 09:51:56	hiifx_201904190951561827	lvruiqing	15000.0000	
hanseshhl	2019-04-19 11:29:51	hiifx_201904191129512308	zhangziqi	15000.0000	
hanseshhl	2019-04-19 11:31:15	hiifx_201904191131156977	zbr1413	9800.0000	
hanseshhl	2019-04-19 11:32:45	hiifx_201904191132454152	yexiaoqin	30000.0000	
keelintan20	2019-04-19 12:02:57	hiifx_201904191202569307	happy	100000.0000	
keelintan20	2019-04-19 12:28:32	hiifx_201904191228328946	hsl2018	10000.0000	
hanseshhl	2019-04-19 14:42:50	hiifx_201904191442509122	chenaimin	6100.0000	
hanseshhl	2019-04-20 01:52:49	hiifx_201904200152481291	zz222	15000.0000	
hanseshhl	2019-04-20 02:24:13	hiifx_201904200224124806	zqz751215	3000.0000	
hanseshhl	2019-04-20 02:45:47	hiifx_201904200245476925	lhy6699	28100.0000	
hanseshhl	2019-04-20 03:58:50	hiifx_201904200358501494	hj0918	15000.0000	
hanseshhl	2019-04-20 04:40:10	hiifx_201904200440105753	Gdm520	15000.0000	
hanseshhl	2019-04-20 04:50:02	hiifx_201904200450024308	1093671820	4500.0000	
hanseshhl	2019-04-20 05:27:07	hiifx_201904200527064145	zhangqh	7462.7000	
hanseshhl	2019-04-20 05:59:52	hiifx_201904200559524154	Zjs2018	33000.0000	
hanseshhl	2019-04-20 07:39:25	hiifx_201904200739255095	gaotian3939	4000.0000	
hanseshhl	2019-04-20 08:52:16	hiifx_201904200852169398	dyh123456789	3000.0000	
hanseshhl	2019-04-20 08:53:09	hiifx_201904200853093824	huyonglin	1500.0000	
hanseshhl	2019-04-20 09:45:45	hiifx_201904200945449831	yuan1125	5000.0000	
hanseshhl	2019-04-20 10:17:37	hiifx_201904201017365150	yuan1125	10000.0000	
hanseshhl	2019-04-20 10:54:29	hiifx_201904201054281759	wzj666888	15000.0000	
hanseshhl	2019-04-20 11:33:22	hiifx_201904201133227999	hcxing	1500.0000	
hanseshhl	2019-04-20 13:04:18	hiifx_201904201304171438	sh10000	10000.0000	
hanseshhl	2019-04-20 14:20:41	hiifx_201904201420417800	Wj13513	6000.0000	
hanseshhl	2019-04-20 15:16:49	hiifx_201904201516486290	guowei	3000.0000	
hanseshhl	2019-04-21 02:32:16	hiifx_201904210232156830	yuan1125	15000.0000	
hanseshhl	2019-04-21 02:52:31	hiifx_201904210252309347	cyy168	3000.0000	
hanseshhl	2019-04-21 03:19:25	hiifx_201904210319246640	Gdm520	3000.0000	
keelintan20	2019-04-21 03:43:48	hiifx_201904210343478088	happy	150000.0000	
hanseshhl	2019-04-21 04:36:54	hiifx_201904210436549214	xm666888	1500.0000	
hanseshhl	2019-04-21 04:38:29	hiifx_201904210438296083	wanli	3000.0000	
hanseshhl	2019-04-21 05:17:04	hiifx_201904210517034564	csx071828	7500.0000	
